WS,ID,WSID,visual_score,biological_score,conductivity.uscm,turbidity.ntu,po4.mgL,no3.mgL,pH,temperature.c,e.coli.cfu,month,year,day,quarter,ecoli.method.known
MIDO,511,MIDO511,33,NA,33.2,24.7,NA,1.1,6.9,NA,NA,1,2014,26,1,
MIDO,601,MIDO601,46,23,16.9,10.9,NA,0.2,7.2,NA,NA,1,2014,26,1,
MIDO,606,MIDO606,38,NA,40.7,11.2,NA,1,6.8,NA,NA,1,2014,26,1,
MIDO,702,MIDO702,33,NA,24.3,12.7,NA,0.8,6.9,NA,NA,1,2014,26,1,
MIDO,704,MIDO704,49,15,85.2,2.8,NA,3.4,6.8,NA,NA,1,2014,26,1,
MIDO,718,MIDO718,35,NA,23,33.5,NA,1.7,6.9,NA,NA,1,2014,26,1,
MIDO,719,MIDO719,NA,NA,62,13.5,NA,0.8,6.9,NA,NA,1,2014,26,1,
MIDO,801,MIDO801,35,NA,65.1,12.5,NA,1.8,7,NA,NA,1,2014,26,1,
MIDO,802,MIDO802,36,19,30.6,12.5,NA,1,7.2,NA,NA,1,2014,26,1,
MIDO,804,MIDO804,30,NA,51.9,6.5,NA,1.7,6.9,NA,NA,1,2014,26,1,
MIDO,805,MIDO805,40,NA,37.6,8.4,NA,0.9,6.7,NA,NA,1,2014,26,1,
NORO,503,NORO503,NA,10,58.6,13.6,NA,1.6,5.7,NA,NA,1,2014,26,1,
NORO,510,NORO510,NA,NA,46.2,19.7,NA,1.5,6.1,NA,NA,1,2014,26,1,
NORO,516,NORO516,34,3,158.1,1.8,NA,1.3,6.5,NA,NA,1,2014,26,1,
NORO,520,NORO520,37,NA,101.8,6.1,NA,1.5,6.8,NA,NA,1,2014,26,1,
NORO,603,NORO603,NA,NA,382.2,8.3,NA,3.5,6.5,NA,NA,1,2014,26,1,
NORO,607,NORO607,21,NA,140.5,1.15,NA,1.7,6.6,NA,NA,1,2014,26,1,
NORO,609,NORO609,NA,NA,62.5,17.6,NA,4.8,6.9,NA,NA,1,2014,26,1,
NORO,611,NORO611,NA,NA,46.9,8.5,NA,1.8,6.8,NA,NA,1,2014,26,1,
NORO,615,NORO615,29,NA,121.7,4.5,NA,0.1,6.7,NA,NA,1,2014,26,1,
NORO,618,NORO618,26,NA,88,10.9,NA,0.9,6.5,NA,NA,1,2014,26,1,
BICO,201,BICO201,50,15,18.2,9.43,NA,1,NA,NA,NA,4,2014,12,2,
BICO,301,BICO301,39,NA,65.3,2.96,NA,NA,NA,NA,500,4,2014,12,2,
MIDO,101,MIDO101,44,NA,33.4,8.36,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,103,MIDO103,41,NA,32.4,94.5,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,301,MIDO301,41,22,38.1,6.89,NA,NA,NA,NA,195,4,2014,12,2,
MIDO,305,MIDO305,47,NA,37.7,19.7,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,316,MIDO316,NA,NA,41.3,7.69,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,318,MIDO318,NA,NA,36.2,5.08,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,502,MIDO502,41,NA,50,0.37,NA,1.2,NA,NA,NA,4,2014,12,2,
MIDO,503,MIDO503,39,NA,42.1,14.8,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,504,MIDO504,28,NA,40.6,18,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,505,MIDO505,46,NA,53.5,21.4,NA,1.3,NA,NA,NA,4,2014,12,2,
MIDO,506,MIDO506,45,NA,55.4,6.73,NA,1.2,NA,NA,NA,4,2014,12,2,
MIDO,507,MIDO507,36,NA,68.8,0.62,NA,0.6,NA,NA,NA,4,2014,12,2,
MIDO,508,MIDO508,40,NA,52.7,16,NA,0.7,NA,NA,NA,4,2014,12,2,
MIDO,512,MIDO512,32,NA,31.9,10.1,NA,0.5,NA,NA,100,4,2014,12,2,
MIDO,604,MIDO604,38,NA,51.7,12.6,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,605,MIDO605,44,NA,49.4,24,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,606,MIDO606,46,NA,26,14.2,NA,0.9,NA,NA,NA,4,2014,12,2,
MIDO,608,MIDO608,NA,NA,72.4,7.24,NA,1.2,NA,NA,NA,4,2014,12,2,
MIDO,609,MIDO609,43,NA,44.2,6.64,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,610,MIDO610,45,NA,49,10.8,NA,1.1,NA,NA,NA,4,2014,12,2,
MIDO,611,MIDO611,40,NA,54.5,15.6,NA,1.1,NA,NA,NA,4,2014,12,2,
MIDO,612,MIDO612,33,NA,52.2,9.16,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,613,MIDO613,37,NA,46.3,19.8,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,616,MIDO616,NA,NA,67,8.87,NA,1,NA,NA,NA,4,2014,12,2,
MIDO,617,MIDO617,40,NA,42,19.5,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,704,MIDO704,49,NA,88.8,13.7,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,706,MIDO706,42,NA,18,10.21,NA,0.7,NA,NA,NA,4,2014,12,2,
MIDO,707,MIDO707,34,NA,72.1,7.63,NA,0.7,NA,NA,NA,4,2014,12,2,
MIDO,708,MIDO708,42,NA,46.1,3.59,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,718,MIDO718,39,NA,47,10.6,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,726,MIDO726,38,NA,45.2,9.14,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,801,MIDO801,32,NA,63.2,32.3,NA,1.8,NA,NA,175,4,2014,12,2,
MIDO,802,MIDO802,32,5,67,6,NA,0.9,NA,NA,175,4,2014,12,2,
MIDO,803,MIDO803,40,NA,99,2.31,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,804,MIDO804,37,NA,64.2,3.74,NA,0.9,NA,NA,355,4,2014,12,2,
MIDO,805,MIDO805,28,NA,57.2,3.74,NA,2.9,NA,NA,360,4,2014,12,2,
MIDO,807,MIDO807,37,NA,37.5,7.8,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,811,MIDO811,35,NA,73.3,37.9,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,813,MIDO813,41,NA,71.7,2.68,NA,1.3,NA,NA,NA,4,2014,12,2,
MIDO,814,MIDO814,32,NA,55.6,27.6,NA,,NA,NA,NA,4,2014,12,2,
MIDO,821,MIDO821,35,NA,NA,10.95,NA,1.7,NA,NA,NA,4,2014,12,2,
MIDO,825,MIDO825,30,NA,28.9,5.77,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,826,MIDO826,36,NA,71.4,4.32,NA,NA,NA,NA,NA,4,2014,12,2,
MIDO,831,MIDO831,48,NA,95.3,2.07,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,108,NORO108,NA,NA,NA,18.7,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,114,NORO114,44,NA,60.8,21.7,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,201,NORO201,23,NA,18.2,NA,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,301,NORO301,23,NA,21,19.4,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,402,NORO402,45,NA,31.8,4.54,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,403,NORO403,43,NA,25.4,6.05,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,405,NORO405,40,NA,36.6,12.7,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,501,NORO501,44,NA,62,13.9,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,502,NORO502,26,NA,295.8,34.1,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,503,NORO503,35,6,46.4,12.4,NA,NA,NA,NA,3850,4,2014,12,2,
NORO,504,NORO504,43,NA,79.6,3.61,NA,NA,NA,NA,620,4,2014,12,2,
NORO,505,NORO505,29,NA,49.4,32.4,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,506,NORO506,26,NA,37.8,6.66,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,510,NORO510,39,NA,48.2,33,NA,NA,NA,NA,500,4,2014,12,2,
NORO,511,NORO511,27,NA,51,14.1,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,512,NORO512,45,NA,48.5,15.5,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,513,NORO513,28,NA,42.3,19.2,NA,NA,NA,NA,160,4,2014,12,2,
NORO,514,NORO514,46,NA,52.6,15.1,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,515,NORO515,46,NA,43.4,15.3,NA,NA,NA,NA,230,4,2014,12,2,
NORO,516,NORO516,37,NA,176.2,2.39,NA,NA,NA,NA,1300,4,2014,12,2,
NORO,517,NORO517,NA,NA,115.5,4.19,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,518,NORO518,48,NA,60,32.8,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,519,NORO519,NA,NA,119.2,5.36,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,520,NORO520,34,NA,34.9,11,NA,NA,NA,NA,100,4,2014,12,2,
NORO,602,NORO602,NA,NA,NA,8.37,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,605,NORO605,42,NA,63.6,8.98,NA,NA,NA,NA,320,4,2014,12,2,
NORO,609,NORO609,45,NA,62.7,25.9,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,610,NORO610,37,NA,51.3,25,NA,NA,NA,NA,NA,4,2014,12,2,
NORO,612,NORO612,NA,3,73,7.44,NA,NA,NA,NA,230,4,2014,12,2,
NORO,618,NORO618,29,NA,100.6,72.6,NA,NA,NA,NA,325,4,2014,12,2,
BICO,201,BICO201,NA,22,68,7.4,NA,1.7,7.4,NA,250,7,2014,13,3,
BICO,301,BICO301,40.5,13,85,3.3,NA,2,6.9,NA,260,7,2014,13,3,
MIDO,301,MIDO301,46,18,54,6.3,NA,0.6,7.5,NA,205,7,2014,13,3,
MIDO,504,MIDO504,43,NA,69,14.5,NA,1.2,7.5,NA,NA,7,2014,13,3,
MIDO,509,MIDO509,38,NA,68,9.7,NA,1,7.1,NA,505,7,2014,13,3,
MIDO,510,MIDO510,40,NA,73,13,NA,1.2,7.4,NA,NA,7,2014,13,3,
MIDO,511,MIDO511,34,NA,64,5.4,NA,0.9,7.5,NA,795,7,2014,13,3,
MIDO,515,MIDO515,39,NA,64,6.8,NA,1.5,7.2,NA,NA,7,2014,13,3,
MIDO,704,MIDO704,40,28,144,6,NA,4.7,7.1,NA,50,7,2014,13,3,
MIDO,708,MIDO708,46,NA,169,6,NA,4.3,7.5,NA,495,7,2014,13,3,
MIDO,801,MIDO801,37,NA,82,76,NA,2.6,7.6,NA,250,7,2014,13,3,
MIDO,802,MIDO802,33,19,95,4.5,NA,0.8,7.5,NA,345,7,2014,13,3,
MIDO,804,MIDO804,32,NA,NA,NA,NA,NA,NA,NA,1045,7,2014,13,3,
MIDO,805,MIDO805,32,NA,NA,NA,NA,NA,NA,NA,275,7,2014,13,3,
MIDO,816,MIDO816,42,NA,76,10.5,NA,1.1,7.5,NA,NA,7,2014,13,3,
MIDO,817,MIDO817,53,NA,72,7.7,NA,1,7.5,NA,415,7,2014,13,3,
MIDO,818,MIDO818,NA,NA,118,3,NA,0.9,7.3,NA,NA,7,2014,13,3,
MIDO,820,MIDO820,44,NA,60,8.9,NA,1.1,7.5,NA,745,7,2014,13,3,
MIDO,828,MIDO828,36,NA,67,5.4,NA,1,7.3,NA,325,7,2014,13,3,
NORO,102,NORO102,37,NA,81.7,78.5,NA,2.7,7.3,NA,NA,7,2014,13,3,
NORO,109,NORO109,34,NA,48.5,9.9,NA,0.9,7.3,NA,NA,7,2014,13,3,
NORO,110,NORO110,NA,NA,76,47,NA,2.8,7.3,NA,NA,7,2014,13,3,
NORO,111,NORO111,41,NA,74,17,NA,1.1,7.4,NA,NA,7,2014,13,3,
NORO,115,NORO115,46,NA,61.5,8.4,NA,0.8,7.5,NA,NA,7,2014,13,3,
NORO,117,NORO117,40,NA,NA,NA,NA,NA,NA,NA,NA,7,2014,13,3,
NORO,503,NORO503,42,13,87,14,NA,1.3,7.5,NA,500,7,2014,13,3,
NORO,510,NORO510,NA,NA,80,47,NA,2.3,7.4,NA,2250,7,2014,13,3,
NORO,603,NORO603,42,NA,52,2.8,NA,4.8,6.9,NA,NA,7,2014,13,3,
NORO,604,NORO604,45,NA,61,6,NA,5.1,6.9,NA,NA,7,2014,13,3,
NORO,611,NORO611,19,NA,NA,NA,NA,NA,NA,NA,NA,7,2014,13,3,
NORO,627,NORO627,42,NA,60,2.9,NA,0.7,6.6,NA,105,7,2014,13,3,
BICO,201,BICO201,19,17,55.4,NA,NA,2.2,6.67,NA,210,10,2014,12,4,
MIDO,103,MIDO103,37,NA,120.8,NA,NA,1.6,7.09,NA,NA,10,2014,12,4,
MIDO,301,MIDO301,45,19,48.1,NA,NA,1.5,6.97,NA,175,10,2014,12,4,
MIDO,305,MIDO305,41,NA,39,NA,NA,0.9,6.41,NA,NA,10,2014,12,4,
MIDO,601,MIDO601,51,20,59.1,NA,NA,1.8,6.88,NA,220,10,2014,12,4,
MIDO,605,MIDO605,37,NA,52,NA,NA,1.8,6.69,NA,495,10,2014,12,4,
MIDO,606,MIDO606,34,NA,50.9,NA,NA,0.7,6.79,NA,NA,10,2014,12,4,
MIDO,608,MIDO608,34,NA,58.9,NA,NA,0.8,7.25,NA,NA,10,2014,12,4,
MIDO,609,MIDO609,32,NA,67.4,NA,NA,0.5,6.96,NA,NA,10,2014,12,4,
MIDO,610,MIDO610,NA,NA,60.2,NA,NA,0.6,6.93,NA,NA,10,2014,12,4,
MIDO,611,MIDO611,40,NA,64.1,NA,NA,0.9,6.77,NA,NA,10,2014,12,4,
MIDO,613,MIDO613,43,NA,68.2,NA,NA,1.8,6.74,NA,NA,10,2014,12,4,
MIDO,616,MIDO616,36,NA,84.3,NA,NA,1.7,6.71,NA,1125,10,2014,12,4,
MIDO,617,MIDO617,46,NA,99.1,NA,NA,1,6.57,NA,NA,10,2014,12,4,
MIDO,701,MIDO701,40,3,64.4,NA,NA,1.9,6.75,NA,NA,10,2014,12,4,
MIDO,704,MIDO704,50,9,122.1,NA,NA,4.5,6.61,NA,NA,10,2014,12,4,
MIDO,801,MIDO801,NA,NA,108.2,NA,NA,1.5,7.22,NA,150,10,2014,12,4,
MIDO,802,MIDO802,32,17,73.7,NA,NA,0.3,6.3,NA,415,10,2014,12,4,
MIDO,804,MIDO804,NA,NA,69.6,NA,NA,1.8,6.89,NA,NA,10,2014,12,4,
MIDO,805,MIDO805,NA,NA,183.2,NA,NA,0.6,6.79,NA,NA,10,2014,12,4,
NORO,501,NORO501,29.5,NA,78.8,NA,NA,2,6.5,NA,135,10,2014,12,4,
NORO,502,NORO502,NA,NA,189.4,NA,NA,1.4,6.64,NA,495,10,2014,12,4,
NORO,503,NORO503,34,10,72,NA,NA,1.9,6.88,NA,670,10,2014,12,4,
NORO,510,NORO510,NA,NA,83,NA,NA,0.8,6.96,NA,450,10,2014,12,4,
NORO,513,NORO513,NA,NA,79.5,NA,NA,0.7,7,NA,NA,10,2014,12,4,
NORO,517,NORO517,38,NA,192.8,NA,NA,2.1,6.65,NA,NA,10,2014,12,4,
NORO,519,NORO519,36,NA,43.7,NA,NA,1.9,6.32,NA,NA,10,2014,12,4,
NORO,527,NORO527,40,NA,141.5,NA,NA,1.4,6.85,NA,870,10,2014,12,4,
NORO,605,NORO605,37.5,NA,129.2,NA,NA,2.7,7.11,NA,225,10,2014,12,4,
NORO,609,NORO609,40,NA,162,NA,NA,2.9,7.52,NA,NA,10,2014,12,4,
NORO,615,NORO615,37,NA,69.1,NA,NA,0.8,6.88,NA,230,10,2014,12,4,
BICO,201,BICO201,NA,18,290,4.29,NA,0.2,6.1,NA,2505,1,2013,13,1,
BICO,301,BICO301,33,11,62,2.71,NA,0.8,6.1,NA,375,1,2013,13,1,
MIDO,301,MIDO301,37,21,46,6.95,NA,0.5,6.3,NA,NA,1,2013,13,1,
MIDO,601,MIDO601,46,20,55,9.75,NA,0.1,6.3,NA,NA,1,2013,13,1,
MIDO,701,MIDO701,30,19,87,10.3,NA,0.2,6.2,NA,260,1,2013,13,1,
MIDO,704,MIDO704,NA,NA,122,5.6,NA,3.8,6.1,NA,NA,1,2013,13,1,
MIDO,719,MIDO719,NA,NA,85,14.5,NA,0.5,6.2,NA,NA,1,2013,13,1,
MIDO,801,MIDO801,NA,NA,81,15.3,NA,0.1,6.3,NA,NA,1,2013,13,1,
MIDO,802,MIDO802,36,11,75,3.75,NA,0.5,6.3,NA,245,1,2013,13,1,
MIDO,804,MIDO804,NA,NA,71,4.335,NA,0.6,6.5,NA,NA,1,2013,13,1,
MIDO,805,MIDO805,NA,NA,72,12.05,NA,0.3,6.6,NA,NA,1,2013,13,1,
NORO,501,NORO501,NA,NA,69,15.15,NA,0.1,6.2,NA,NA,1,2013,13,1,
NORO,502,NORO502,NA,NA,159,4.55,NA,1,6.3,NA,2455,1,2013,13,1,
NORO,503,NORO503,35,15,70,12.7,NA,0.1,6.3,NA,670,1,2013,13,1,
NORO,506,NORO506,NA,NA,127,3.05,NA,0.3,6.2,NA,1145,1,2013,13,1,
NORO,510,NORO510,NA,NA,75,14.8,NA,0.5,6.1,NA,NA,1,2013,13,1,
NORO,516,NORO516,29,1,176,3.21,NA,0.2,6.1,NA,295,1,2013,13,1,
NORO,517,NORO517,NA,NA,175,2.8,NA,1.2,6.3,NA,NA,1,2013,13,1,
NORO,519,NORO519,NA,NA,44,11.15,NA,0.1,6,NA,225,1,2013,13,1,
NORO,520,NORO520,NA,NA,124,5.15,NA,0.8,6.3,NA,225,1,2013,13,1,
NORO,527,NORO527,NA,NA,119,5,NA,1.1,6.3,NA,175,1,2013,13,1,
NORO,605,NORO605,NA,NA,85,16.95,NA,0.8,6.4,NA,NA,1,2013,13,1,
NORO,612,NORO612,NA,7,73,17.2,NA,1.1,6,NA,NA,1,2013,13,1,
BICO,101,BICO101,40,NA,86.2,15,NA,0.8,7.4,NA,NA,4,2013,20,2,
BICO,201,BICO201,43,17,52.7,9.58,NA,0.6,7.2,NA,720,4,2013,20,2,
BICO,301,BICO301,35,16,70.3,4.37,NA,0.8,7.2,NA,15350,4,2013,20,2,
MIDO,101,MIDO101,44,NA,46.4,6.82,NA,0.4,7.6,NA,NA,4,2013,20,2,
MIDO,301,MIDO301,34,24,50.5,4.08,NA,0.3,7.7,NA,480,4,2013,20,2,
MIDO,305,MIDO305,NA,NA,47.4,7.68,NA,NA,7.6,NA,NA,4,2013,20,2,
MIDO,316,MIDO316,NA,NA,51.5,6.69,NA,0.5,7.6,NA,NA,4,2013,20,2,
MIDO,318,MIDO318,NA,NA,49.3,6.61,NA,NA,7.6,NA,NA,4,2013,20,2,
MIDO,504,MIDO504,NA,NA,67.8,15.9,NA,NA,7.6,NA,NA,4,2013,20,2,
MIDO,512,MIDO512,NA,NA,80,6.07,NA,NA,7.5,NA,NA,4,2013,20,2,
MIDO,601,MIDO601,49,21,59.2,23,NA,0.1,7.2,NA,575,4,2013,20,2,
MIDO,604,MIDO604,45,NA,61.5,22.3,NA,0.1,7.5,NA,NA,4,2013,20,2,
MIDO,608,MIDO608,33,NA,57.7,22.2,NA,0.9,7.6,NA,NA,4,2013,20,2,
MIDO,610,MIDO610,56,NA,57.6,20.1,NA,NA,7.6,NA,NA,4,2013,20,2,
MIDO,612,MIDO612,39,NA,27.3,22,NA,0.1,7.3,NA,NA,4,2013,20,2,
MIDO,616,MIDO616,46,NA,71.4,6.27,NA,0.3,7.05,NA,NA,4,2013,20,2,
MIDO,704,MIDO704,48,19,139.2,10.41,NA,3.2,7.3,NA,120,4,2013,20,2,
MIDO,706,MIDO706,NA,NA,NA,11.2,NA,0,7.4,NA,NA,4,2013,20,2,
MIDO,707,MIDO707,NA,NA,62,8.91,NA,NA,7.4,NA,NA,4,2013,20,2,
